streetname,num_of_uplifts,maintenance_suggestion,repair_priority,surface_type,length_ft,area_sy,sci_2023,sw_id,avg_width,num_of_distresses,bufferwidth_avg,num_crack_minor,num_crack_moderate,num_crack_severe,num_grass_present,num_surface_distortion_minor,num_surface_distortion_mod,num_surface_distortion_severe,num_uplift_general_minor,num_uplift_general_moderate,num_uplift_general_severe,num_uplift_tree_minor,num_uplift_tree_moderate,num_uplift_tree_severe,num_utility_hazard_present,avg_stress_lvl_Dummy
HARRISON AVE,4,Reconstruction,90.29525252,Concrete,46,24.92000008,24,15581,4.875,4,,0,0,0,0,0,0,0,3,1,0,0,0,0,0,
S JACKSON ST,1,Reconstruction,79.31729769,Concrete,17,9.68000031,57,15582,5.125,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
S JACKSON ST,2,Reconstruction,85.93451854,Concrete,21,11.96000004,38,15583,5.125,3,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,
S JACKSON ST,0,Defer Maintenance,63.75482625,Concrete,27,15.38000011,100,15584,5.125,0,,,,,,,,,,,,,,,,
S JACKSON ST,2,Reconstruction,83.77938302,Concrete,23,13.10000038,44,15585,5.125,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
S JACKSON ST,3,Reconstruction,87.58772356,Concrete,25,14.23999977,33,15586,5.125,4,,1,0,0,0,0,0,0,0,0,0,3,0,0,0,
S JACKSON ST,1,Reconstruction,79.2720865,Concrete,44,25.05999947,55,15587,5.125,4,,1,0,0,0,2,0,0,0,0,0,1,0,0,0,
S BROOKFIELD ST,8,Reconstruction,88.55893137,Concrete,165,89.37999725,18,15588,4.875,32,,3,6,0,5,4,6,0,4,2,2,0,0,0,0,
S BROOKFIELD ST,8,Reconstruction,91.73432744,Concrete,84,45.5,17,15589,4.875,8,,0,0,0,0,0,0,0,5,3,0,0,0,0,0,
S BROOKFIELD ST,5,Reconstruction,87.44556179,Concrete,59,31.95999908,31,15590,4.875,5,,0,0,0,0,0,0,0,4,0,0,0,0,1,0,
S GLEN ST,1,Reconstruction,80.79413166,Concrete,15,8.11999989,53,15591,4.875,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
W EWING AVE,1,Reconstruction,81.53850549,Concrete,46,24.28000069,1,15592,4.75,29,,5,0,0,7,12,4,0,1,0,0,0,0,0,0,
W EWING AVE,4,Reconstruction,73.34104481,Concrete,50,26.38999939,26,15593,4.75,6,,1,0,0,0,1,0,0,3,1,0,0,0,0,0,
HANEY AVE,5,Reconstruction,93.73104753,Concrete,53,31.64999962,13,15594,5.375,13,,4,0,0,0,4,0,0,4,0,1,0,0,0,0,
HANEY AVE,7,Reconstruction,95.99811083,Concrete,42,25.07999992,8,15595,5.375,7,,0,0,0,0,0,0,0,6,1,0,0,0,0,0,
E WAYNE ST S,35,Reconstruction,85.98028894,Concrete,322,201.25,13,15596,5.625,48,,5,4,0,0,0,4,0,23,11,1,0,0,0,0,
E WAYNE ST S,3,Reconstruction,80.37467298,Concrete,59,38.50999832,51,15597,5.875,3,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
MC KINLEY HWY,36,Reconstruction,71.44275843,Concrete,294,155.1699982,11,15598,4.75,44,,4,2,0,0,0,2,0,20,12,1,1,2,0,0,
MC KINLEY HWY,2,Reconstruction,73.43011778,Concrete,33,17.42000008,27,15599,4.75,5,,1,1,0,0,0,1,0,0,2,0,0,0,0,0,
FOXFIRE DR,12,Defer Maintenance,62.80653404,Concrete,550,313.1900024,65,15600,5.125,23,,8,0,0,0,3,0,0,6,6,0,0,0,0,0,
FOXFIRE DR,2,Reconstruction,85.28034827,Concrete,20,11.39000034,40,15601,5.125,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
WOODWARD AVE,14,Reconstruction,86.35290742,Concrete,141,92.04000092,26,15602,5.875,30,,11,0,0,0,4,1,0,4,0,0,8,2,0,0,
WOODWARD AVE,4,Reconstruction,85.48347646,Concrete,53,34.59999847,37,15603,5.875,4,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,
WOODWARD AVE,15,Reconstruction,90.16792206,Concrete,134,68.86000061,17,15604,4.625,18,,3,0,0,0,0,0,0,12,3,0,0,0,0,0,
WOODWARD AVE,3,Reconstruction,85.07061893,Concrete,42,21.57999992,39,15605,4.625,3,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
WOODWARD AVE,5,Reconstruction,88.68590928,Concrete,52,26.71999931,28,15606,4.625,5,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
WOODWARD AVE,5,Reconstruction,91.77251199,Concrete,41,21.06999969,20,15607,4.625,6,,1,0,0,0,0,0,0,5,0,0,0,0,0,0,
HUDSON AVE,16,Reconstruction,97.47614833,Concrete,59,46.70999908,1,15608,7.125,24,,6,0,0,2,0,0,0,13,1,2,0,0,0,0,
YUKON AVE,5,Reconstruction,96.85526341,Concrete,58,45.91999817,2,15609,7.125,32,,9,2,2,1,13,0,0,3,1,1,0,0,0,0,
HUDSON AVE,8,Reconstruction,96.23807417,Concrete,69,39.29000092,5,15610,5.125,12,,0,0,2,0,0,2,0,5,0,3,0,0,0,0,
HUDSON AVE,12,Reconstruction,82.70525563,Concrete,171,97.37999725,36,15611,5.125,12,,0,0,0,0,0,0,0,11,1,0,0,0,0,0,
HUDSON AVE,5,Reconstruction,91.02181662,Concrete,44,25.05999947,22,15612,5.125,5,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
WOODWARD AVE,4,Reconstruction,89.50857298,Concrete,49,25.18000031,26,15613,4.625,4,,0,0,0,0,0,0,0,3,1,0,0,0,0,0,
WOODWARD AVE,6,Reconstruction,94.55726102,Concrete,44,26.88999939,12,15614,5.5,6,,0,0,0,0,0,0,0,5,1,0,0,0,0,0,
GOLDEN AVE,4,Reconstruction,93.69988962,Concrete,38,23.75,14,15615,5.625,14,,3,1,1,3,2,0,0,4,0,0,0,0,0,0,
COTTAGE GROVE AVE,6,Reconstruction,78.73502281,Concrete,118,70.47000122,51,15616,5.375,9,,1,0,1,0,0,0,1,1,0,0,5,0,0,0,
COTTAGE GROVE AVE,2,Reconstruction,87.65486564,Concrete,40,23.88999939,32,15617,5.375,2,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
COTTAGE GROVE AVE,10,Reconstruction,85.61981512,Concrete,170,108.6100006,27,15618,5.75,21,,5,2,1,0,0,2,1,6,1,2,0,0,1,0,
COTTAGE GROVE AVE,2,Reconstruction,93.17610116,Concrete,48,30.67000008,16,15619,5.75,2,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
MAC ARTHUR AVE,36,Reconstruction,72.17577779,Concrete,589,343.5799866,32,15620,5.25,64,,15,4,0,1,4,4,0,23,13,0,0,0,0,0,
MAC ARTHUR AVE,2,Reconstruction,86.63169962,Concrete,38,22.17000008,35,15621,5.25,2,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
CRESTWOOD BLVD,0,Defer Maintenance,53.08880309,Concrete,25,12.85000038,100,15622,4.625,0,,,,,,,,,,,,,,,,
CRESTWOOD BLVD,3,Reconstruction,77.26656487,Concrete,25,15.27999973,32,15623,5.5,3,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
CRESTWOOD BLVD,1,Reconstruction,74.10494247,Concrete,11,6.26000023,42,15624,5.125,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
HELMEN DR,14,Reconstruction,88.03649232,Concrete,138,82.41999817,23,15625,5.375,15,,1,0,0,0,0,0,0,11,2,0,0,1,0,0,
HELMEN DR,3,Reconstruction,85.90073476,Concrete,52,31.05999947,36,15626,5.375,3,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,
HELMEN DR,1,Defer Maintenance,73.25417222,Concrete,98,61.25,68,15627,5.625,6,,3,1,0,0,0,1,0,1,0,0,0,0,0,0,
HELMEN DR,2,Reconstruction,78.13266487,Concrete,35,21.87999916,59,15628,5.625,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
PYLE AVE,1,Defer Maintenance,63.97200772,Concrete,18,10.25,100,15629,5.125,0,,,,,,,,,,,,,,,,
PYLE AVE,0,Defer Maintenance,63.94787645,Concrete,19,10.81999969,100,15630,5.125,0,,,,,,,,,,,,,,,,
PYLE AVE,1,Reconstruction,82.07834094,Concrete,18,10.25,49,15631,5.125,3,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,
PYLE AVE,0,Reconstruction,78.65127452,Concrete,15,8.75,59,15632,5.25,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
MAC ARTHUR AVE,2,Reconstruction,82.85274209,Concrete,17,9.68000031,47,15633,5.125,2,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,
MAC ARTHUR AVE,5,Reconstruction,98.02953862,Concrete,20,11.93999958,4,15634,5.375,5,,0,0,0,0,0,0,0,1,3,0,1,0,0,0,
MAC ARTHUR AVE,1,Reconstruction,79.53007839,Concrete,20,12.5,56,15635,5.625,3,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,
MAC ARTHUR AVE,0,Defer Maintenance,69.22077259,Concrete,21,12.53999996,85,15636,5.375,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
PYLE AVE,2,Reconstruction,80.5120085,Concrete,40,22.78000069,52,15637,5.125,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
PYLE AVE,2,Reconstruction,91.96953746,Concrete,24,13.67000008,21,15638,5.125,2,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
PYLE AVE,3,Reconstruction,83.0966807,Concrete,35,19.93000031,45,15639,5.125,3,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
PYLE AVE,2,Reconstruction,78.6736309,Concrete,54,30.75,56,15640,5.125,4,,0,1,0,0,0,1,0,1,0,0,1,0,0,0,
PYLE AVE,1,Reconstruction,80.43698881,Concrete,15,8.53999996,54,15641,5.125,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
PYLE AVE,2,Reconstruction,85.404056,Concrete,40,22.78000069,38,15642,5.125,5,,1,1,0,0,0,1,0,2,0,0,0,0,0,0,
PYLE AVE,1,Defer Maintenance,75.83316719,Concrete,40,22.78000069,65,15643,5.125,3,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,
PYLE AVE,1,Reconstruction,81.11529035,Concrete,15,8.53999996,52,15644,5.125,2,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
PYLE AVE,1,Defer Maintenance,75.58482781,Concrete,34,19.36000061,66,15645,5.125,4,,2,0,0,0,1,0,0,1,0,0,0,0,0,0,
PYLE AVE,1,Reconstruction,87.35123708,Concrete,20,11.39000034,34,15646,5.125,4,,1,1,0,0,0,1,0,1,0,0,0,0,0,0,
MAC ARTHUR AVE,1,Reconstruction,85.25621699,Concrete,21,12.25,40,15647,5.25,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
MAC ARTHUR AVE,2,Reconstruction,93.90046488,Concrete,15,8.75,16,15648,5.25,4,,0,1,0,0,0,1,0,1,0,0,0,1,0,0,
MAC ARTHUR AVE,0,Defer Maintenance,63.65830116,Concrete,31,18.51000023,100,15649,5.375,0,,,,,,,,,,,,,,,,
MAC ARTHUR AVE,2,Reconstruction,82.30254904,Concrete,25,14.23999977,48,15650,5.125,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
MAC ARTHUR AVE,1,Defer Maintenance,75.60108147,Concrete,23,12.46000004,67,15651,4.875,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
MAC ARTHUR AVE,3,Reconstruction,81.37150735,Concrete,31,17.64999962,50,15652,5.125,4,,1,0,0,0,0,0,0,1,0,0,2,0,0,0,
CHIMES BLVD,2,Reconstruction,80.00305136,Concrete,30,18.75,54,15653,5.625,3,,1,0,0,0,0,0,0,2,0,0,0,0,0,0,
CHIMES BLVD,1,Defer Maintenance,75.9823556,Concrete,22,12.52999973,66,15654,5.125,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
MAC ARTHUR AVE,2,Reconstruction,83.77938302,Concrete,23,13.73999977,44,15655,5.375,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
MAC ARTHUR AVE,3,Reconstruction,93.10895909,Concrete,33,19.70999908,17,15656,5.375,4,,1,0,0,0,0,0,0,1,1,1,0,0,0,0,
CHIMES BLVD,3,Reconstruction,85.71293631,Concrete,42,22.75,37,15657,4.875,5,,2,0,0,0,0,0,0,3,0,0,0,0,0,0,
CHIMES BLVD,1,Reconstruction,85.93451854,Concrete,21,11.38000011,38,15658,4.875,3,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
MAC ARTHUR AVE,2,Reconstruction,80.5120085,Concrete,40,22.78000069,52,15659,5.125,2,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
MAC ARTHUR AVE,1,Defer Maintenance,77.10204672,Concrete,20,11.39000034,63,15660,5.125,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
CONGRESS AVE,33,Reconstruction,68.85744191,Concrete,608,337.7799988,39,15661,5,74,,10,15,0,0,1,15,0,27,0,0,5,0,0,1,
CONGRESS AVE,3,Reconstruction,84.56911391,Concrete,45,25,40,15662,5,5,,2,0,0,0,0,0,0,3,0,0,0,0,0,0,
SOLOMON AVE,17,Reconstruction,86.72282709,Concrete,182,108.6900024,23,15663,5.375,22,,5,0,0,0,0,0,0,14,3,0,0,0,0,0,
SOLOMON AVE,1,Defer Maintenance,71.40223977,Concrete,49,29.26000023,77,15664,5.375,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
ROCKNE DR,1,Reconstruction,74.15320502,Concrete,9,4.61999989,42,15665,4.625,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
ROCKNE DR,0,Defer Maintenance,53.16119691,Concrete,22,13.14000034,100,15666,5.375,0,,,,,,,,,,,,,,,,
ROCKNE DR,0,Defer Maintenance,53.30598456,Concrete,16,9.56000042,100,15667,5.375,0,,,,,,,,,,,,,,,,
ROCKNE DR,0,Defer Maintenance,53.47490347,Concrete,9,5.38000011,100,15668,5.375,0,,,,,,,,,,,,,,,,
ROCKNE DR,1,Reconstruction,81.93795406,Concrete,12,7.17000008,20,15669,5.375,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
FLAG AVE,0,Defer Maintenance,64.18918919,Concrete,9,5.11999989,100,15670,5.125,0,,,,,,,,,,,,,,,,
ROCKNE DR,0,Defer Maintenance,53.25772201,Concrete,18,10.25,100,15671,5.125,0,,,,,,,,,,,,,,,,
ROCKNE DR,19,Reconstruction,65.8083916,Concrete,276,164.8300018,44,15672,5.375,34,,5,4,0,0,2,4,0,11,0,0,8,0,0,0,
ROCKNE DR,4,Reconstruction,83.10413283,Concrete,48,28.67000008,14,15673,5.375,4,,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
ROCKNE DR,0,Defer Maintenance,53.28185328,Concrete,17,9.43999958,100,15674,5,0,,,,,,,,,,,,,,,,
MANCHESTER DR,0,Defer Maintenance,63.94787645,Concrete,19,10.28999996,100,15675,4.875,0,,,,,,,,,,,,,,,,
MANCHESTER DR,1,Reconstruction,92.29509691,Concrete,12,6.5,21,15676,4.875,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
MANCHESTER DR,0,Defer Maintenance,64.09266409,Concrete,13,7.03999996,100,15677,4.875,0,,,,,,,,,,,,,,,,
MANCHESTER DR,0,Defer Maintenance,63.94787645,Concrete,19,11.88000011,100,15678,5.625,0,,,,,,,,,,,,,,,,
CORBY BLVD,3,Defer Maintenance,62.42668226,Concrete,116,72.5,67,15679,5.625,7,,2,0,0,0,2,0,0,3,0,0,0,0,0,0,
CORBY BLVD,1,Defer Maintenance,51.22146796,Concrete,203,126.8799973,93,15680,5.625,2,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
WALSH ST,0,Defer Maintenance,64.23745174,Concrete,7,3.78999996,100,15681,4.875,0,,,,,,,,,,,,,,,,
WALSH ST,0,Defer Maintenance,64.18918919,Concrete,9,5.38000011,100,15682,5.375,0,,,,,,,,,,,,,,,,
E LASALLE AVE,4,Reconstruction,85.48347646,Concrete,53,32.38999939,37,15683,5.5,4,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
E LASALLE AVE,10,Reconstruction,80.57992862,Concrete,151,85.98999786,43,15684,5.125,15,,1,0,2,0,0,0,2,4,0,0,6,0,0,0,
E LASALLE AVE,4,Reconstruction,84.43617916,Concrete,52,29.61000061,40,15685,5.125,4,,0,0,0,0,0,0,0,0,1,0,3,0,0,0,
N SUNNYSIDE AVE,0,Reconstruction,90.82436566,Concrete,64,42.66999817,21,15686,6,7,,2,0,2,0,1,0,2,0,0,0,0,0,0,0,
N SUNNYSIDE AVE,0,Defer Maintenance,63.12741313,Concrete,53,35.33000183,100,15687,6,0,,,,,,,,,,,,,,,,
N SUNNYSIDE AVE,0,Defer Maintenance,64.09266409,Concrete,13,7.4000001,100,15688,5.125,0,,,,,,,,,,,,,,,,
MC KINLEY HWY,6,Defer Maintenance,74.71737841,Concrete,135,88.12000275,61,15689,5.875,10,,2,0,0,1,1,0,0,3,0,0,2,1,0,0,
MC KINLEY HWY,1,Reconstruction,85.58177645,Concrete,9,5.88000011,40,15690,5.875,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
E MADISON ST,0,Defer Maintenance,63.44111969,Concrete,40,23.32999992,100,15691,5.25,0,,,,,,,,,,,,,,,,
MINER ST,2,Reconstruction,98.06154751,Concrete,29,18.53000069,3,15692,5.75,8,,0,0,3,0,0,0,3,0,0,2,0,0,0,0,
MINER ST,1,Reconstruction,89.72270309,Concrete,15,9.57999992,28,15693,5.75,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
E MADISON ST,6,Reconstruction,94.83625988,Concrete,96,60,7,15694,5.625,13,,0,1,0,0,5,1,0,0,1,5,0,0,0,0,
E MADISON ST,2,Reconstruction,93.08787917,Concrete,59,36.88000107,15,15695,5.625,7,,1,1,1,0,0,1,1,0,0,2,0,0,0,0,
W WASHINGTON ST,19,Reconstruction,85.57985567,Concrete,253,140.5599976,6,15696,5,26,,4,0,0,0,3,0,0,2,4,13,0,0,0,0,
W WASHINGTON ST,3,Reconstruction,86.62729885,Concrete,50,27.78000069,19,15697,5,4,,1,0,0,0,0,0,0,1,1,1,0,0,0,0,
S CHICAGO ST,35,Reconstruction,71.07993834,Concrete,685,352.0100098,31,15698,4.625,40,,1,0,0,4,0,0,0,11,9,9,2,1,3,0,
N KENMORE ST,32,Reconstruction,74.84611906,Concrete,517,294.3999939,31,15699,5.125,48,,8,2,0,3,2,1,0,4,2,0,13,9,4,0,
N KENMORE ST,27,Reconstruction,76.90728242,Concrete,501,278.3299866,25,15700,5,61,,12,1,0,15,2,1,3,8,11,6,1,0,1,0,
N ILLINOIS ST,28,Reconstruction,72.02098509,Concrete,526,263,38,15701,4.5,51,,9,1,0,10,2,1,0,8,9,3,4,4,0,0,
N ILLINOIS ST,31,Reconstruction,63.77887243,Concrete,737,409.4400024,44,15702,5,79,,16,10,0,10,6,6,0,16,8,2,1,3,1,0,
N ILLINOIS ST,20,Reconstruction,85.37650866,Concrete,526,270.3099976,0,15703,4.625,57,,20,2,0,2,13,0,0,7,5,8,0,0,0,0,
N ILLINOIS ST,34,Reconstruction,66.90018284,Concrete,735,438.9599915,36,15704,5.375,73,,21,2,0,1,12,2,1,12,13,4,0,1,4,0,
BERTRAND ST,,Reconstruction,47.87644788,No Sidewalk,93,0,,15705,,,,,,,,,,,,,,,,,,
BERTRAND ST,0,Reconstruction,99.22779923,Concrete,37,20.04000092,0,15706,4.875,0,,,,,,,,,,,,,,,,
LONGLEY AVE,0,Defer Maintenance,63.33756796,Concrete,102,53.83000183,96,15707,4.75,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
LONGLEY AVE,2,Defer Maintenance,75.3623946,Concrete,61,32.18999863,65,15708,4.75,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
KENWOOD AVE,1,Defer Maintenance,64.09266409,Concrete,13,7.03999996,100,15709,4.875,0,,,,,,,,,,,,,,,,
N BROOKFIELD ST,1,Defer Maintenance,64.42872704,Concrete,187,114.2799988,87,15710,5.5,3,,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
N BROOKFIELD ST,3,Defer Maintenance,68.77058148,Concrete,195,105.6200027,74,15711,4.875,6,,0,0,0,3,0,0,0,0,2,0,0,1,0,0,
N BROOKFIELD ST,3,Defer Maintenance,64.71390156,Concrete,187,111.6800003,86,15712,5.375,5,,1,0,0,1,0,0,0,1,0,0,2,0,0,0,
N BROOKFIELD ST,2,Defer Maintenance,72.36344252,Concrete,194,115.8600006,63,15713,5.375,16,,6,1,0,4,3,0,0,0,0,0,0,1,1,0,
STUDEBAKER ST,1,Defer Maintenance,75.04251238,Concrete,126,82.25,61,15714,5.875,7,,2,2,0,0,0,2,0,0,0,0,0,1,0,0,
STUDEBAKER ST,2,Reconstruction,91.18548379,Concrete,55,35.90000153,21,15715,5.875,3,,1,0,0,0,0,0,0,0,0,0,0,0,2,0,
W COLFAX AVE,4,Reconstruction,73.51471704,Concrete,130,70.41999817,19,15716,4.875,17,,1,4,2,0,0,4,2,1,1,1,0,0,0,1,
W COLFAX AVE,0,Defer Maintenance,48.09362934,Concrete,10,6.67000008,100,15717,6,0,,,,,,,,,,,,,,,,
W COLFAX AVE,0,Defer Maintenance,48.06949807,Concrete,11,7.32999992,100,15718,6,0,,,,,,,,,,,,,,,,
W COLFAX AVE,0,Defer Maintenance,48.09362934,Concrete,10,6.67000008,100,15719,6,0,,,,,,,,,,,,,,,,
W COLFAX AVE,1,Reconstruction,63.62714325,Concrete,16,8.67000008,56,15720,4.875,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
W COLFAX AVE,0,Defer Maintenance,47.99710425,Concrete,14,9.52999973,100,15721,6.125,0,,,,,,,,,,,,,,,,
W COLFAX AVE,0,Defer Maintenance,47.90057915,Concrete,18,14.5,100,15722,7.25,0,,,,,,,,,,,,,,,,
W JEFFERSON BLVD,0,Reconstruction,98.35907336,Concrete,73,43.59999847,0,15723,5.375,0,,,,,,,,,,,,,,,,
W JEFFERSON BLVD,0,Reconstruction,95.24599311,Concrete,36,21.5,9,15724,5.375,22,,1,4,0,14,0,3,0,0,0,0,0,0,0,0,
W JEFFERSON BLVD,1,Reconstruction,92.75742052,Concrete,114,68.08000183,11,15725,5.375,19,,1,5,3,1,0,5,3,1,0,0,0,0,0,0,
W JEFFERSON BLVD,5,Reconstruction,95.32683592,Concrete,58,34.63999939,9,15726,5.375,5,,0,0,0,0,0,0,0,1,3,1,0,0,0,0,
W JEFFERSON BLVD,5,Reconstruction,93.95425877,Concrete,122,72.86000061,6,15727,5.375,30,,3,9,3,0,1,7,2,0,1,2,0,0,2,0,
W JEFFERSON BLVD,2,Defer Maintenance,74.38088998,Concrete,112,66.88999939,64,15728,5.375,5,,1,0,0,2,0,0,0,0,1,0,0,0,1,0,
W JEFFERSON BLVD,3,Reconstruction,95.11007994,Concrete,64,38.22000122,9,15729,5.375,7,,0,0,2,0,0,0,2,0,0,0,0,0,3,0,
W JEFFERSON BLVD,1,Reconstruction,80.9292668,Concrete,39,23.29000092,51,15730,5.375,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
S WALNUT ST,5,Reconstruction,75.14769312,Concrete,154,94.11000061,27,15731,5.5,25,,7,6,0,0,1,6,0,3,0,1,0,1,0,0,
MAPLE ST,0,Reconstruction,77.48899808,Concrete,146,89.22000122,53,15732,5.5,5,,0,0,2,0,1,0,2,0,0,0,0,0,0,0,
W WASHINGTON ST,1,Defer Maintenance,58.15637066,Concrete,37,22.10000038,100,15733,5.375,0,,,,,,,,,,,,,,,,
W WASHINGTON ST,1,Reconstruction,80.76517413,Concrete,31,18.51000023,37,15734,5.375,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
N WALNUT ST,3,Reconstruction,75.85814944,Concrete,33,26.12000084,35,15735,7.125,7,,0,2,0,0,1,1,0,2,0,0,1,0,0,0,
N WALNUT ST,11,Reconstruction,67.53718769,Concrete,172,105.1100006,48,15736,5.5,16,,3,1,0,0,1,0,0,4,1,0,5,1,0,0,
W WASHINGTON ST,3,Defer Maintenance,69.11629694,Concrete,117,92.62000275,63,15737,7.125,9,,3,0,0,0,3,0,0,3,0,0,0,0,0,0,
S SCOTT ST,0,Defer Maintenance,64.16505792,Concrete,10,6.67000008,100,15738,6,0,,,,,,,,,,,,,,,,
W WESTERN AVE,0,Defer Maintenance,48.19015444,Concrete,6,4,100,15739,6,0,,,,,,,,,,,,,,,,
CHAPIN ST,8,Defer Maintenance,45.96212666,Concrete,412,394.8299866,78,15740,8.625,8,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,
W WAYNE ST,0,Defer Maintenance,48.09362934,Concrete,10,6.53000021,100,15741,5.875,0,,,,,,,,,,,,,,,,
W WESTERN AVE,1,Reconstruction,68.38625599,Concrete,23,14.06000042,42,15742,5.5,3,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
CHAPIN ST,0,Defer Maintenance,51.57598495,Concrete,27,21.75,89,15743,7.25,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
LAUREL ST,2,Reconstruction,83.13309036,Concrete,32,20,45,15744,5.625,4,,0,1,0,0,0,1,0,2,0,0,0,0,0,0,
CHAPIN ST,1,Defer Maintenance,56.9962946,Concrete,51,48.88000107,72,15745,8.625,3,,2,0,0,0,0,0,0,1,0,0,0,0,0,0,
CHAPIN ST,13,Defer Maintenance,52.17039232,Concrete,350,311.1099853,64,15746,8,16,,3,0,0,0,0,0,0,12,0,0,1,0,0,0,
W WESTERN AVE,1,Reconstruction,65.84239421,Concrete,13,12.27999973,50,15747,8.5,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
NAPIER ST,0,Defer Maintenance,63.92374517,Concrete,20,13.60999966,100,15748,6.125,0,,,,,,,,,,,,,,,,
NAPIER ST,0,Defer Maintenance,63.92374517,Concrete,20,11.93999958,100,15749,5.375,0,,,,,,,,,,,,,,,,
NAPIER ST,6,Reconstruction,97.8491923,Concrete,23,25.55999947,4,15750,10,8,,2,0,0,0,0,0,0,4,1,0,0,0,0,1,
NAPIER ST,2,Reconstruction,98.27085137,Concrete,10,5.13999987,4,15751,4.625,5,,0,1,0,0,1,1,0,0,0,0,2,0,0,0,
NAPIER ST,0,Defer Maintenance,64.16505792,Concrete,10,5.13999987,100,15752,4.625,0,,,,,,,,,,,,,,,,
NAPIER ST,2,Reconstruction,88.23401622,Concrete,16,15.56000042,32,15753,8.75,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
W WAYNE ST,3,Reconstruction,74.38529074,Concrete,26,25.28000069,25,15754,8.75,3,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,
W WAYNE ST,0,Defer Maintenance,48.11776062,Concrete,9,4.88000011,100,15755,4.875,0,,,,,,,,,,,,,,,,
THOMAS ST,2,Defer Maintenance,73.19930852,Concrete,155,92.56999969,64,15756,5.375,9,,5,1,0,0,0,1,0,0,0,0,0,2,0,0,
W JEFFERSON BLVD,0,Defer Maintenance,63.97200772,Concrete,18,9.75,100,15757,4.875,0,,,,,,,,,,,,,,,,
THOMAS ST,0,Defer Maintenance,64.16505792,Concrete,10,8.89000034,100,15758,8,0,,,,,,,,,,,,,,,,
CHAPIN ST,2,Reconstruction,69.7108502,Concrete,14,8.17000008,39,15759,5.25,2,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,
W COLFAX AVE,2,Reconstruction,76.17803167,Concrete,42,29.17000008,19,15760,6.25,2,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
